gen,usage
0,364.078125
1,364.0859375
2,364.08984375
3,364.09375
4,364.09375
5,364.09375
6,364.09765625
7,364.09765625
8,364.09765625
9,364.09765625
10,364.21875
11,364.21875
12,364.21875
13,364.21875
14,364.21875
15,364.21875
16,364.21875
17,364.21875
18,364.21875
19,364.22265625
