,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unique_nodes,35,57,70,87,93,95,112,129,133,134,136,144,153,160,173,182,182,182,189,194
global_efficiency,0.6764705882352942,0.5833333333333333,0.5531400966183576,0.5290697674418608,0.5271739130434786,0.5265957446808514,0.5030030030030035,0.4843750000000007,0.48232323232323304,0.48245614035087797,0.4802469135802476,0.4731934731934736,0.4703947368421055,0.46278825995807144,0.4549418604651161,0.45073664825046006,0.45073664825046006,0.45073664825046006,0.44636524822694984,0.4434369602763379
exploratory_metric,23.0,32.666666666666664,38.16666666666668,45.50000000000003,48.50000000000003,49.50000000000003,55.83333333333339,62.00000000000009,63.666666666666764,64.16666666666677,64.83333333333343,67.66666666666673,71.50000000000003,73.58333333333336,78.24999999999997,81.58333333333327,81.58333333333327,81.58333333333327,83.91666666666657,85.58333333333321
leafnode_counter,26,40,50,64,70,72,81,92,95,96,98,105,111,112,122,131,131,131,137,142
unique_nodes_by_depth,[ 1 11 24  0  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 11 38  8  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 11 45 14  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 11 55 21  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 11 61 21  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 11 63 21  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 11 67 34  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 11 70 48  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 11 72 50  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 11 73 50  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 11 73 52  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 11 74 59  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 12 75 66  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 12 76 67  5  0  0  0  0  0  0  0  0  0  0  0],[ 1 12 78 78  5  0  0  0  0  0  0  0  0  0  0  0],[ 1 12 80 85  5  0  0  0  0  0  0  0  0  0  0  0],[ 1 12 80 85  5  0  0  0  0  0  0  0  0  0  0  0],[ 1 12 80 85  5  0  0  0  0  0  0  0  0  0  0  0],[ 1 12 80 92  5  0  0  0  0  0  0  0  0  0  0  0],[ 1 12 80 97  5  0  0  0  0  0  0  0  0  0  0  0]
